label;text
shame;swim river lost top bikini not notic came water disagre classmat watch scene
guilt;parti sever comment made person situat on peopl present rather affect uncomfort
joy;saturdai duti hour could last peopl want see
fear;on night alon home fear caus strang nois put imagin work
anger;got know reaction friend mine certain situat not expect react wai
sadness;felt alon among larg number peopl sad see nobodi care happen me
disgust;saw sort black worm attack mani ant
shame;met friend mine sever month
guilt;notic neg chang friend s behaviour
joy;go villag rather oppress madrid
fear;watch process holi week penit approach me
anger;mother read letter friend mine written tell got drunk last time
disgust;found cockroach crush two folder bedroom call mother
shame;ride motorbik villag everyon stare rare specimen
guilt;spend dai aunt s place on night got home veri late told go parti went anoth place veri worri
joy;last summer achiev somet want long time
fear;camp went walk night own lost wai spent sever hour look camp
anger;parent scold lot someth not done sister done it
disgust;hypocrisi friend
shame;greet embrac wrong person think friend
guilt;due misunderstand part two best friend quarel
joy;brother born everyth went right veri like would defici my sister suffer down s syndrom mother would danger
fear;got lost florenc coach not turn midnight place strang report polic station
anger;english teacher unfairli made repeat semest thought pass ask parent monei carri studi
sadness;person like left friend mine sever month mutual help profound knowledg other
disgust;park near home group young peopl strang dress seat middl street began eat carress other
shame;feel emot veri often try express feel public peopl not understand reaction think silli
guilt;friend mine said group felt lone withdrawn everyon mental defici
joy;pass univers entranc exam thu finish difficult period life begin on desir lot
fear;home alon felt super natur forc danger peopl close me
anger;father made mother realli terribl situat felt furiou impot nervou upset
sadness;person love admir lot di felt empti lone helpless without support not know do
disgust;came know father parent self interest dirti neg egoist bad peolp
shame;think time realli felt shame veri young defec street veri worri case someon should see me
guilt;young felt guilti thought commit grave sin
joy;birthdai given present
fear;ride friend s car drive veri fast suddenli anoth car cross road front us friend turn car rapidli
anger;found on new pullov wrinkl insid wardrob brother done it
sadness;went see result exam saw fail
disgust;get up found live cockroach bedroom
shame;mother friend mine pass saw sit boi s lap tri greet could not help blush
guilt;friend mine sleev leather coat stolen car left everyon see
joy;final mark given morn want get late veri afraid arriv there everybodi veri happi also pass wonder time dai long
fear;went visit friend hospit go oper next dai afraid would not let not know reaction would see me
anger;friend mine plai joke anoth friend telephon friend cry call got veri angri made person apolog
sadness;friend mine told boyfriend anoth girl summer go togeth four year not done last three month could not believ it
disgust;friend s place lunch fell ill vomit
shame;danc theatr not sure whether frieend mine come see me veri scare thing wrong
guilt;class want home friend mine ask wait half hour take back home said no
joy;holidai see lanscap gerona
fear;travel coach rather narrow wet road
anger;want pai ticket twice said on date
sadness;came back holidai
disgust;saw insect go arm
shame;enter bar look friend
guilt;argu younger cousin rather nuisanc felt sorri
joy;friend mine ask camp fortnight
fear;onc veri young mother left alon hous came back veri late
anger;aunt told angrili good for noth fed behaviour
sadness;parent sister went trip separ three month
disgust;person not know hurt friend mine
shame;literatur teacher made recit poem middl class gesticul
guilt;onc arriv home veri late parent argument thi mother want stand me
joy;phone friend mine ask new mark exam told pass
fear;spend summer holidai villag friend come back discothequ night heard nois allei veri scare got friend s hous moment later unknown car pick person allei
anger;mother argument bui cloth me not accept fact not like thing her end shout other
sadness;on dai home phone call inform rel di accid
disgust;saw film scene women cut piec all blood confus impress most
shame;walk school pass red cross post mani soldier began pass remark me
guilt;friend mine trust back decis made moment came not agre opinion
joy;told pass statist exam not expect veri happi
fear;brother hit head lost conscious sport practic time could not rememb happen recov later
anger;get angri brother sister someth not like know still teas me
sadness;grandfath di
disgust;open box biscuit found worm insid
shame;young told shop bui dozen egg went ask on egg peopl shop laugh famili told happen
guilt;arriv home late night know mother get worri made feel angri
joy;spoke daughter wish luck examin take
fear;told daughter board school veri ill need dai
anger;on dai clinic father child came assault colleagu someth not done deliber
sadness;told uncl pass awai
disgust;transport pick lunch alwai late driver made excus everi dai
shame;on dai came back home found favourit dish broken blame servant it later found not servant daughter broken it
guilt;not give back text book friend time
joy;cousin mine discharg hospit long ill thought ill would never end
fear;man knife grab threaten it holidai monz
anger;certain friend tri push seat veri violent wai appar reason mai excit someth
sadness;neighbour friend mine stab death thiev kabw stole van
disgust;young friend mine tri dissect frog plai near home
shame;time shout friend parti friend done someth wrong mai influenc beer
guilt;blame niec misplac book deni touch seen carri insist her
joy;go much shame becam christian someth new happen heart joi overflow manifest me
fear;six year old mistook cat leopard enter room night
anger;person ag insist call mister refus succumb persist got angri belittl me
sadness;lost father septemb di sore leg
disgust;fail grade twice pass third time
shame;go around foreign s wife entir famili got know it becom christian
guilt;found absent school gone girl s secondari school
joy;first pass job interview
fear;almost caught girl hostel secur men would expel school caught
anger;accus refus hostel work school actual not alloc work
sadness;friend mine could not make back unza fail exam
disgust;usual come back home earli dai came home back late find visitor place
shame;got pass mark h s s compulsori cours peopl perform well
guilt;destroi step brother s bedsheet mistak on had
joy;heard made second year unza
fear;father s home broken thiev gun
anger;friend tri back bite fals ground made wonder realli good friend
sadness;girlfriend s nephew pass awai
disgust;someon trust disappoint terribl
shame;colleagu met elderli man veri drunk approach start undress
guilt;li mum later came know tele fals
joy;hook girl kitw veri beauti standard rare bird kind accept boyfriend
fear;someon tri bewitch friend night
anger;victim run awai girl somebodi els s wife niec time veri angri issu told pai monei punish it
sadness;soweto upris south africa racist gout s reaction student demand concern educ system
disgust;got grade c m end first year unza expect c b m easi go capac mathemat
shame;found urin behind toilet instead insid it class mate teacher told pick urin wet soil it
guilt;uncl found sexual intercours distant rel mine sit room couch fail stop get up carri on
joy;accept educ univers
fear;walk night saw fire suspend air split sever segment someth could not see suspect witch craft
anger;accus brother stolen kwatcha note mother s bag beaten thi monei found later
sadness;receiv messag brother serious ill hospit
disgust;refus transfer school anoth simpli far awai hous
shame;take exam grade examin found note book accus copi student laugh me
guilt;caught steal mango certain compound
joy;got first divis exam leav school
fear;went town doubl dekker bu bu fall wai driver control it almost fallen
anger;form aunt li daddi tell told pregnant daddi told mother ask true veri angri aunt
sadness;receiv letter tell mother veri ill
disgust;drunkard town yell sai prostitut
shame;brother came see found boi friend boyfriend greet him not answer instead start shout scold prescenc boyfriend
guilt;went room mate s drawer see iron could us came in felt guilti mai thought steal
joy;four children
fear;two children critic ill measl
anger;got low grade administr cours
sadness;got divorc husband ten year marriag
disgust;mother betrai obtain monei husband separ pend divorc
shame;gave boyfriend brush off
guilt;beat son beaten sister
joy;happen went check first year result thought would fail found clear pass cours
fear;woke night find fire spread toward bed room veri frighten realiz face death
anger;friend mine try make fool me
sadness;experienc emot friend commit suicid spent afternoon plai discuss life problem
disgust;heard assassin indian prime minist indira gandhi
shame;got drunk parti made fool vomit place insult peopl me
guilt;caught sneak back hous night gone disco without permiss
joy;told pass exam
fear;thief broke hous night
anger;sister broke china tea set
sadness;felt veri sad son di short ill
disgust;met best friend s husband prostitut
shame;fail answer simpl question
guilt;brother want monei refus give him two dai later stole father
joy;learnt select form
fear;nearli beaten brother girlfriend
anger;heard girlfriend talk behind back look me
sadness;friend school fail make unza
disgust;girlfriend told longer interest me
shame;choke cold drink front girl stranger
guilt;caught girlfriend hous night
joy;pass grade exam
fear;told doctor mani month cough tuberculosi
anger;cousin mine took bottl t b tablet put water threw dust bin
sadness;happen on uncl di whan plan visit next holidai
disgust;realiz closest friend said bad thing not around betrai make friend boyfriend s girl
shame;five friend secondari school found bad thing sai them
guilt;mother return holidai told lie i e father brought anoth woman home awai
joy;time qualifi enter secondari school
fear;on even saw old guard man knew chang someth inhuman second realli frighten me
anger;mistakenli accus thief accid gave fake coin counter realiz hand coin man call thief call wit
sadness;dai woke find kitten want keep eaten neighbour s dog lock wife claim dirti sheet
disgust;dai forc us public conveni place town filthi realli made sick
shame;mother caught steal food young boi
guilt;gave wife want lock cat out kill dog
joy;felt joi came know christ becam christian
fear;broke window pane next door neighbour s hous
anger;brother not send transport monei resum studi time unza
sadness;heard nephew pass awai
disgust;father thought unrela son
shame;stole book class teacher caught me rest class laugh attempt
guilt;insult elderli person reason
joy;uncl gave first year s result open envelop ey ran two b ec m meant qualifi major econom
fear;turn knob granni s two band radio not hear broadcast broken knob much cost spare part not avail i not know tune radio
anger;peep maurin s bedroom saw two peopl maurin anbd step dad thought break promis invit old men young girl
sadness;miss chanc becom graduat mine engin prai on week church not even select
disgust;storm room hope cool soft music three band radio cassett young kalei explain aunt sold want bui cloth
shame;ladi flirt told class mate second year first year everyon laugh start look me
guilt;cousin knock door look get watch back given girlfriend lizzi present
joy;girl love accept propos everyth went smoothli want to contrari previou feel uncertainti respons
fear;dreamt encount satan want grab take kingdom veri repuls never seen anyth like befor
anger;found cousin mine taken awai trouser without consent
sadness;fail test primari school grade take main exam
disgust;saw first time nake woman prostitut run awai hous discov guardian
shame;discov steal piec bread home veri hungri hour supper
guilt;afraid tell sport teacher secondari school not particip sport activ previou dai
joy;grade inter hous vollei ball competit luapula youngest member team score win goal us head jump joi fell down
fear;escort rel bike pass dark road busha side half wai road suddenli saw white dog appear on side could anyth vanish moreov not seem leg
anger;comrad stai next door insult call misus iron call stupid self center etc want punch instead went walk mine school cool off
sadness;close rel odd veri power firm thing taken dad di littl event gathher children vow give good life new start word hollow bit back tear i ask excus went cri loo
disgust;opposit love not hate indiffer
disgust;pig well drink
shame;girlfriend start go around anoth boi cousin also friend mine ask prefer present chose gui
guilt;bump dad s car lamp post not home then neither home left campu not tell accid never tell him
joy;school whhen receiv letter dean school congratul perform previou year s exam
disgust;what s disgust food ever eaten
fear;secondari school prefect frame case took deputi head master call head master threaten suspend me
anger;travel wai former school collect certif told ow monei knew noth thi
sadness;sister hospit later even receiv inform di
disgust;school thought go get best result mathemat someon els got prize
shame;receiv letter girlfriend tell engag anoth man
guilt;felt guilti heard result friend fail wish help him
joy;admit unza
fear;paddl river storm fear drown
anger;entrust friend deliveri monei father howev misus monei
sadness;loss mother
disgust;argument
shame;school whip teacher front class
guilt;suffici amount monei brought cloth children felt bad it
joy;first kiss
fear;saw ghost
anger;trouser s zipper open public wed
sadness;friend left went back home good
disgust;fail exam
shame;insult girlfriend peptalk
guilt;caught close rel servant hous
joy;pass form three exam
fear;time threaten expuls secondari school form four
anger;discov peopl trust talk behind back
sadness;heard death aunt
disgust;brother promis monei fail fulfil promis
shame;run front crowd slip fell wet lawn
guilt;took drug
joy;time get result drew near becam anxiou friend call said pass heart full joi
fear;watch veri terrfi film lt film realli push heart bodi forc second reel end
anger;hear rumour not allow peopl room said sentenc realli shot heart fail find right word instead walk awai without utter word
sadness;on saturdai morn got readi swim friend unfortun weather not permit it stai indoor
disgust;on dai went town get groceri wai back took mini bu full drunk student felt veri disgust
shame;gone bookshop bui book somehow got veri cross secur guard check bought lost temper scream him later felt veri asham lot peopl know there
guilt;rememb deceiv brother told go attend sundai servic instead went town friend
joy;heard close rel mine given birth veri young ag veri remot area veri problem
fear;possibl fail examin
anger;someon chase hous
sadness;realiz not basic thing need student like me
disgust;peopl includ me treat wai equat anim thing
shame;someon know caught adulteri situat
guilt;someth wrong past deni done ask later
joy;girlfriend wrote tell four month pregnant respons damag made happi long child call mine
fear;shoot start lai protect fly bullet incid occur wai feira zambia armi patrol rhodesia war
anger;went dine hall found cook clean plate food me blue bird secur guard busi eat food suppos me
sadness;afternoon receiv two messag inform me on brother coma u t h suffer kidnei diseas two uncl met accid wai hospit see brother
disgust;happen went visit friend chelston found screw girlfriend
shame;walk room pant found girlfriend femal friend look outsid
guilt;father caught sexual intercours closest cousin noth wrong femal old me
joy;girl want veri much said ye fell love me
fear;on even gone fish friend heard roar lion near run live
anger;somebodi stole brother s disco machin
sadness;uncl di
disgust;class mate answer accident call natur class tough mathemat examin
shame;doubl cross fiance on dai caught red hand forgav later veri asham done
guilt;took monei parent s hous without ask it caught red hand
joy;veri happi discov pass first year examin among thirti student would major econom
fear;approach exam time book got stolen panic thought would not well enough consid econom quota cri lot not help exam dai came near strang fear grip me
anger;annoi particular dai seemad odd not favour grandfath ad fuel fire import appoint unleash anger him
sadness;time went home holidai find sister pass awai new hidden me could take exam
disgust;discov mother involv adulteri
shame;caught steal food aunt s place tri hide food taken pantri aunt kitchen howev went pantri discov stolen packag
guilt;dad marri second wife my step mother not like went wardrob set fire dress eveyon suspect brother bear consequ nobodi ever got know done it
joy;accept unza
fear;heard lion roar first time
anger;friend told educ noth discuss friend fail grade made angri not us educ argu
sadness;belov grandfath di
disgust;disgust univers want travel home lectur everi dai wai whole thing handl disgust me
shame;leav home decid leav without sai good bye young brother brother saw said not sai good bye me year old
guilt;cheat father book allow univers discov given k per year book
joy;experienc joi got result made second year
fear;go home saw somath look like snake road later found stick
anger;happen recent dine hall on friend eat call fool
sadness;experienc matern grandmoth pass awai last grand parent pass awai
disgust;happen could not get school initi want end someth never thought would do
shame;insult girl propos turn down
guilt;mother sent bui thing chang brought back not right given awai monei friend think would not notic it howev mother told chang not correct
joy;first child born
fear;walk thick forest big snake distanc four metr
anger;daughter began stai awai class ag nine onli
sadness;wife di hospit pregnant undergon oper
disgust;best friend start get involv privat affair
shame;veri drunk certain wed parti got involv fight
guilt;send word boss servant tell would not report work not feel well doctor refus give sick leav intent actual lusaka week end left dai follow morn boss found mongu felt guilti ask explain thing return
joy;receiv letter accept unza
fear;drive night realiz car follow us
anger;reachad home find babi not bath fed
sadness;saw dead child not cover knock car
disgust;saw friend s husband anoth woman
shame;scold sister without wait explan
guilt;accus husband late deliber came pick work
joy;appoint ministri health join teach staff on medic colleg
fear;took blood patient alcohol estim urin examin told someth bad would happen would plai magic me
anger;dean unza ask vacat big flat occupi take smaller on becom full time student unza
sadness;close friend involv accid pass awai instantli gone bui new car ask wait home could see new car
disgust;told brother stai would not train school year year after
shame;patient given power medicin shout front mani peopl realiz veri ill
guilt;broke relationship former girlfriend would ask irrelev quetion past
joy;receiv promot letter
fear;sleep heard neighbour scream peep window saw thief try enter neighbour s hous
anger;annoi person higher ask particular job not done not job it
sadness;brother came tell problem famili felt sad thought mother not gone awai brother younger thing would differ
disgust;train woman start talk loudli attract everybodi s attent worst thing discuss someth knew noth anoth person
shame;jog session sever abdomin cramp lead want empti bladder friend gather around two help toilet asham toilet presenc friend
guilt;certain woman ask make someth kept put off final made it not see dai told on dai collaps di felt quit guilti jokingli said might not request do
joy;accept third year g former secondari school
fear;gone medic check up u t h fail make back time c practic session hour last academ year
anger;mistreat step mother
sadness;aunt pass awai earli
disgust;fail secur employ form lusaka despit excel certif
shame;fail grade exam first attempt father entir famili thought finish life realli felt like hide
guilt;beat first year student secondari school capac deputi head boi woken late morn manual work
joy;heard someon veri close veri well exam despit fool around lot
fear;drunkard barg room friend run order get awai him alon could see hand come toward me
anger;friend plai joke boyfriend boyfriend came accus plan whole thing said not deserv boyfriend embarass front crowd
sadness;famili heard death grandfath seen week earlier seem wait see us
disgust;boi put hand cook potato dress water clean up
shame;soppi poem written boi found everi on read start teas it
guilt;boyfriend ask refus want anoth gui boyfriend found out
joy;long time of commun him physic ill worri lover came see me least expect see him
fear;bird made nest thatch roof fly flap wing bedroom night veri dark could not even see nose not know bird till mother told so
anger;junior dormitori school start complain make lot nois duti assign prefect class mate veri cool dull
sadness;elder sister scold front younger sister cousin said veri lazi felt sad cri sleep
disgust;christma dai drunk man came hous without shirt on dans spoke nonsens behav stupidli
shame;wet bed board school
guilt;babi sister month old try get back slip fell
joy;son regist get admiss grade on primari school chanc get place two week later inform enrol
fear;came back work on dai friend son told not come back school lost
anger;room mate lock room without specifi would find kei spend sever hour friend s room
sadness;lost grandfath love veri much not known ill veri time receiv messag alreadi dead
disgust;teacher on cours gave question sub question go question ask on half hour involv lot describ explain even though knew answer could not finish work
shame;forgot cours instructor direct special class usual class hour miss first dai ask next dai said forgotten
guilt;inform neighbour left robber spot even near hous neighbour front not dai thiev broke neighbour s hous
joy;father bought suit
fear;taken exam fear fail it
anger;badli beaten on friend wed parti
sadness;veri sad hear grandfath pass awai
disgust;disappoint girlfriend visit home woodland
shame;asham on got ed assign
guilt;caught steal box match supermarket plead guilti
joy;heard achiev place form
fear;first came unza not know kind peopl would find kind behaviour would toward me
anger;gone home week end came back found cloth bed stolen
sadness;father pass awai
disgust;someon stole k note teacher thought not respons theft
shame;fail grade seven exam
guilt;on dai mother went visit friend came back scold not kept hous order decid not talk her
joy;saw famili separ on year
fear;littl sister sick home thought would die
anger;found sister plai confidenti thing taken hand bag
sadness;on best friend commit siucid holidai
disgust;disgust number second year student pregnant illegitim
shame;got veri low mark on assign
guilt;aunt went wai help financi problem
joy;fell love x overnight felt confid self esteem respons worthwhil
fear;thunder belt hit roof top build in
anger;room mate lock deliber exam due hour
sadness;friend di on other first di car accid second on recent due ill
disgust;cousin put feac wash silli idea meant joke
shame;get drunk creat lot troubl place respect friend s home
guilt;took small boi s share choclal guest given larger share sweet
joy;dai got telegram tell select b a unza felt happi not expect select
fear;dai encount queer mamba face face chunk leav behind hous
anger;friend tri discrimin friendship certain friend thought improp
sadness;dai teacher latin french di
disgust;dai went eat dinner din hall found dead fly gravi
shame;felt asham first time drank nobodi famili drink felt let parent friend
guilt;dai came home drunk attend disco parti
joy;veri happi receiv year end result worri well done veri happi know pass
fear;caught someth not suppos do someth person caught bribe even though promis not report me still frighten
anger;told friend someth confidenti suppos remain two us next thing happen girl not even close came laugh askad tell it veri angri friend trust her
sadness;rememb mother di dai sad everi time think sadden loss mother
disgust;thiev broke hous disgust behaviour not find anyth broke thing like window glass etc
shame;bribe person caught someth not suppos done veri asham done
guilt;caught someth bad bribe person caught me later felt veri bad mayb should paid bad behaviour
joy;receiv posit answer appeal withdraw registr unza
fear;passeng vehicl suddenli anoth vehicl came behind overtak us howev anoth on come right front vehicl chang cours block wai crash side road
anger;ask stop studi econom field interest me employ
sadness;learnt death friend
disgust;learnt offer studi univers withdrawn would not get hostel accomod unza even though regist student later
shame;love propos turn ladi realli love
guilt;came across blind man sit on corridor ask monei though monei not give anyth
joy;first came campu
fear;confront policeman on night around o clock afraid threaten take girl gallow
anger;argument friend mine behaviour toward anoth friend turn quarrel lost temper nearli knock out
sadness;lost father car accid
disgust;deni favourit dish din hall shima roast chicken felt disgust
shame;felt asham friend alwai respect insult public drunk
guilt;librari book overdu not monei pai them
joy;got result pass form iii exam not expect well
fear;explor friend almost got lost unfamiliar environ get dark not know get back home
anger;father not get back chipata time thu hold back progress everyth depend him felt angri action
sadness;littl brother pass awai mysteri least told it
disgust;saw woman run train kafu woman cut bit blood splinter bone everi where
shame;almost someth aw friend mine myself
guilt;pass out femal friend mine appar reason influenc drug like get mad anyon howev small provoc
joy;accept unza
fear;thiev broke neighbour s hous later heard gunshot
anger;aunt scold someth not respons for boi come gate ask me aunt went see him neither met known boi
sadness;cousin pass awai unexpectedli tragic murder
disgust;mother got terribl beat father bad faint dad realiz bad wa
shame;friend child wedlock
guilt;li home told go christian meet went see boyfriend instead
joy;receiv result slip pass birthdai
fear;forc friend chew poison herb primari school tongu swollen told mother it mother report headmast threaten expel us
anger;board school someon put lot tini thorn bed complain everybodi began teas laugh inabl find enemi lost temper
sadness;grandfath di
disgust;room mate drunk vomit floor fell face vomit nearli choke death faint call first aid
shame;kid mother caught steal sugar give neighbour
guilt;got bad fight bar friend receiv bad cut left ey try separ us
joy;felt vveri happi accept unza studi not expect ill exam
fear;felt veri frighten robber broke hous threaten shoot father not part monei look man hand trigger
anger;teacher former secondari school forc darl marri him girl tri refus parent would not leav alon
sadness;sister di sixteen put rest
disgust;wit accid
shame;father found bed girl deep actioon enter room
guilt;took grandmoth s monei without tell ask taken monei deni it
joy;coin small compet
fear;went home late on even saw secur light off got insid gate realiz dog mai outsid
anger;littl niec veri talk suddenli becam veri naughti began wet pant on afternoon
sadness;morn sleep feel somebobi attack me start cry sleep room mate woke up
disgust;learnt cousin sister pregnant
shame;cousin farm night drunk like fool made lot nois drunk two much wine
guilt;fridg home lock on dai want someth unscrew door unfortun caught act
joy;select univers
fear;saw accid woman run di spot
anger;dress thing stolen wardrob
sadness;grandmoth pass awai
disgust;watch movi someon drunk start vomit helplessli
shame;at sister s food found me felt veri asham still refus admit me
guilt;told person someth happen friend person went told friend
joy;got kind girlfriend hunt long time
fear;told form five result out
anger;saw younger sister bother boi not know
sadness;time lost badminton match should zambia close badminton championship
disgust;take girlfriend out seem taken time
shame;dad caught honei girlfriend bedroom
guilt;beat stupid boi fond crack joke me
joy;select higher educ i e grade formi
fear;impregn certain girl thought would forc marri court
anger;univers withdrew accomod given me
sadness;mother father separ it brief separ togeth now
disgust;patron certain tavern prostitut almost brothel
shame;propos love girl turn down
guilt;side mother quarrel father briefli separ
joy;receiv letter woman thought not ever care me need overjoi learn delai thing
fear;two gui fight murder fear on would kill
anger;could not reason friend anger me
sadness;not like littl girl cry dead mother call name sad
disgust;feel disgust not got a yesterdai s practic g
shame;felt veri asham got book forc girl
guilt;felt guilti suspect room mate steal monei last term
joy;elder sister got marri start pain abdomen told could not children supris babi month back
fear;uncl taken utc oper cancer lot death late everi oper scare uncl s life
anger;plan town friend hour went registr wait good hour vital town could not monei final borrow monei friend went town realli angri friend
sadness;dreamt father s death secondari school scream top voic woken friend dai realli sad
disgust;prepar special meal boyfriend brother came home at all realli disgust it
shame;parti gui like me realli love gather enough courag ask kiss me not instead ask would like birthdai told would like kiss anyth els excus said imposs realli felt embarass
guilt;secondari school make lot nois teacher came ask make nois not whole class punish
joy;veri happi scholarship continu studi unza approv cancel
fear;met eleph bush
anger;someon took pen awai
sadness;cousin pass awai holidai home fell ill night next dai di even
disgust;offic dean student offic promis give room next dai fail keep promis
shame;not accomod campu stai extend famili on young man us bad word ask leav home
guilt;broke glass glycerin z c b c store ndola
joy;someon love
fear;walk around alon night
anger;made look like fool girl
sadness;dad pass awai
disgust;told right control lover
shame;get veri low mark mathemat
guilt;on lover told flirt
joy;sister s wed
fear;walk along dark road alon
anger;lock room room mate s friend
sadness;fail on cours school univers zambia
disgust;found someon close flirt around
shame;swindl monei someon
guilt;not deliv messag time
joy;ladi wife accept propos lover futur wife
fear;neighbour s hous broken shot could heard
anger;thief broke hous stole valuabl good
sadness;death guardian stai grade six
disgust;substitut plai stage learnt line
shame;woman respect veri much made pregnant unexpectedli man calib never expect
guilt;appli fals travel claim allow later thought would found out
joy;felt happi mother gave birth son last born famili
fear;father involv car accid two year ago veri scare think would die lai unconsci hospit two week
anger;felt veri angri mishanga seller rob transport monei school
sadness;felt veri sad friend mine fail final exam could not accept institut learn
disgust;felt disgust fellow student ask marri him not expect mere friend
shame;asham friend cross till apolog other
guilt;felt guilti said bad thing sister not intend so cri lot later fell ill felt respons ill
joy;select studi unza
fear;go school near villag met lion wai disappear suddenli
anger;wife told refriger stop work
sadness;heard death mother
disgust;rel troubl would help financi
shame;fail on first year s cours
guilt;late work told boss due transport problem wherea truth woken late thu cheat boss
joy;overwhelm joi receiv accept letter unza happen pass first year cours
fear;friend caught crocodil swim river whose bank primari school situat friend caught bank river still middl river veri frighten
anger;annoi uncl drunk beat old father claim father respons guardian s failur
sadness;last academ year receiv bad new grand uncl pass awai felt lone bad apart biolog ti good old friend mine home
disgust;last week former school secondari mate mine differentt school came room unza absenc drunk vomit room unhappi
shame;year back propos love girl later turn relat me though love other felt asham withdrew other
guilt;last year ask look niec mother cook unfortun kid fell bed confid would not fall not pai much attent
joy;qualifi form on three pupil qualifi form year
fear;learnt girl impregn hospit verg dy refus accept respons pregnanc want commit suicid
anger;got home found electr suppli disconnect despit paid zesco full bill dai earlier
sadness;lost grandmoth guardian death father
disgust;demand accomod campu refus room allot first year student rucher came influenti famili
shame;told girl could not take night entertain mother come home howev later met girl anoth girlfriend hostel taken anoth girlfriend mine
guilt;told driver workplac lie tell boss not respons delai boss veri annoi driver punish dai s salari taken awai him
joy;wife gave birth babi boi son date
fear;burglar gun forc hous order give monei face death
anger;colleagu spat face quarrel
sadness;elder brother di
disgust;friend beer spree vomit sit room
shame;taken place uncl defec pant drunk beer
guilt;discov done assign work place caus lot embarrass me
joy;brother gave watch
fear;whhen front tyre car burst
anger;insult fellow student
sadness;girl love turn down
disgust;found girl bed anoth man
shame;fail grade
guilt;caught go anoth girl girlfriend
joy;pass first year could come back second year
fear;work certain place everydai work dad would come pick up on dai not come start get veri dark monei home veri veri far awai
anger;on dai appoint boyfriend object begin howev visit convinc come dai appoint wait hour
sadness;grandmoth pass awai wait sick year happen found hard accept
disgust;grandmoth came stai perman veri difficult person stai start tell fals stori peopl
shame;realiz pregnant thought rel friend would think felt lot self piti
guilt;on dai work went dinner friend without parent knowledg came home hour
joy;veri happi found pass fly colour made univers
fear;last night dreamt thing look like monster try kiss me
anger;on colleagu accus stolen iron sure done thing
sadness;pass awai mum
disgust;on peopl sell meat town us knife stab friend later carri us knife cut meat
shame;dozen girl laugh sure noth wrong me
guilt;kind confess mum found steal meat pot
joy;first time realli fell love girl
fear;time drove uncl s car without ask permiss first time drive car
anger;kid brother broke read spectacl
sadness;mum s brother pass awai involv car accid bring present pass form five exam fly colour
disgust;first time fail junior exam i e form
shame;mum learnt beaten someon fight
guilt;nearli got fiance pregnant
joy;sister s first child came home on week intens care hospit
fear;board school lusaka rhodesian soldier came bomb hous near school saw whole scene
anger;veri close friend mine refus entranc medic school grade veri good should not left out bias judgment
sadness;sister lost on twin son my first nephew older on di week later
disgust;went report stolen good polic station woman offic in charg veri rude not seem respect anyon
shame;insult two friend thought gossip right nose howev later found not so
guilt;fail keep promis seriou effet someon s problem
joy;met mother not seen three year
fear;neighbour s life threaten someon try break hous
anger;boi drunk came room misbehav presenc boyfriend
sadness;father resign work soon elder brother di next dai granni di my mother s mother dad remain live member famili
disgust;committe belong accus squander monei associ
shame;went librari three week open found everyon busi
guilt;friend punish someth done
joy;parent anniversari host parti veri happi
fear;on even sister brother watch t v kid brother took big mirror reflect light french window thought light could see come torch annd meant thiev outsid
anger;peopl sit outsid sai thing not realli true
sadness;break up someon realli like
disgust;came across woman town veri drunk swear everyon carri drink even though could hardli stand
shame;wear slit tight dress disco burst open
guilt;stop talk veri close friend mine week later came try make friend wai talk felt veri mean preson
joy;accept jesu christ person saviour
fear;wit bu accid bu full passeng nearli overturn lusaka kabw road
anger;sister came home late on dai thu disobei parent
sadness;heard new grandfath s sudden death
disgust;fail grade exam
shame;younger sister year old pregnant
guilt;hurt sister reason all
joy;attend cousin s birthdai
fear;got veri nasti electr shock tamper electr applainc
anger;subject veri nasti joke group friend
sadness;receiv result found could not school choic
disgust;found maggot food din hall food gone bad
shame;took girl discov go around on close friend
guilt;item belong friend mine miss taken earlier thought returnrd ask stubbornli refus it later look it found room
joy;got result made second year
fear;thought fail examin
anger;discov girlfriend go around anoth boi
sadness;grandfath di
disgust;heard sister shout friend s cousin place
shame;fail grade
guilt;li sai never take bread din hall friend mine caught it thu prove fact take bread
joy;girl told love male creatur earth would on heart life
fear;dai nearli stab death ruffian want take monei refus give monei start run me ran somebodi els s hous save myself
anger;kid drop father s radio cassett player repair
sadness;someon love told not love anymor want snap given exchang on given her
disgust;girl said back love actual refus me confront start insult me
shame;told lie friend sister april fool s dai later came see told veri foolish thing do
guilt;girl drop stuff bag tri help realiz us made look like fool
joy;learnt accept unza
fear;thiev broke hous night held wife gun point least ten minut took awai lot properti
anger;beaten thiev behalf friend mine thought lot monei would not part coin drink
sadness;receiv new in law pass awai depend heavili guidanc run daughter s buis
disgust;younger sister visit school holidai told would not back school pregnant
shame;li wife told go copperbelt buis trip later found hotel girlfriend
guilt;cheat father told school administr want k purchas mini bu two month later school author wrote back father monei could not back ask monei alreadi given onc
joy;receiv accept letter unza come home work kind sister hand envelopp open overcom joi
fear;home sleep heard robber break hous
anger;certain boi came room start tell not pretti manner should learn some come campu fourth year
sadness;elder sister love veri much leav west indi two year stai behind
disgust;certain girl ask major told p a start critic sai hate cours show front peopl
shame;took exam fail terribl not studi
guilt;told elder brother irrespons not care teas me
joy;select univers despit studyi difficulti throughout secondari school dai
shame;dai learnt girlfriend go around close friend mine
